REGIONE;PROVINCIA;DENOMINAZIONEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;SITOWEBSCUOLA
ABRUZZO;L'AQUILA;IC B.CROCE;AQMM82002N;SCUOLA SEC I GRADO BARREA;VIA DUCA DEGLI ABRUZZI N. 37;67030;BARREA;SCUOLA PRIMO GRADO;AQIC82000G@istruzione.it;Non Disponibile;www.icbcroce.it
ABRUZZO;L'AQUILA;IC BALSORANO;AQIC81200L;IC BALSORANO;VIA MADONNA DELL ORTO S. N.;67052;BALSORANO;ISTITUTO COMPRENSIVO;AQIC81200L@istruzione.it;aqic81200l@pec.istruzione.it;Non Disponibile
ABRUZZO;L'AQUILA;IC G.TEDESCHI PRATOLA P.;AQEE81701T;CIRCONVALLAZIONE ORIENTALE;VIA PER PREZZA;67035;PRATOLA PELIGNA;SCUOLA PRIMARIA;AQIC81700Q@istruzione.it;Non Disponibile;www.istitutocomprensivotedeschi.it
ABRUZZO;L'AQUILA;IC IGNAZIO SILONE;AQEE82101D;"""E. DE AMICIS"" - LUCO DEI MARSI";VIA DUCA DEGLI ABRUZZI;67056;LUCO DEI MARSI;SCUOLA PRIMARIA;AQIC82100B@istruzione.it;Non Disponibile;WWW.SCUOLELUCODEIMARSI.GOV.IT
ABRUZZO;L'AQUILA;IC NAVELLI;AQAA823032;POGGIO PICENZE;VIA DELLA REPUBBLICA 1;67026;POGGIO PICENZE;SCUOLA INFANZIA;AQIC823003@istruzione.it;Non Disponibile;www.icnavelli.gov.it
ABRUZZO;L'AQUILA;IC S.DEMETRIO -ROCCA DI MEZZO;AQMM82702C;"S.M.""I. D'ERAMO"" ROCCA DI MEZZO";P.ZZA PRINCIPE DI PIEMONTE;67048;ROCCA DI MEZZO;SCUOLA PRIMO GRADO;AQIC82700A@ISTRUZIONE.IT;Non Disponibile;www.icsandemetrionv.it
ABRUZZO;L'AQUILA;IC SANTE DI ROCCO;AQEE81903G;SCUOLA PRIMARIA ROCCARASO CAP.;VIA CLAUDIO MORI;67037;ROCCARASO;SCUOLA PRIMARIA;AQIC81900B@istruzione.it;Non Disponibile;www.ipssarrocca.it
ABRUZZO;L'AQUILA;IC UMBERTO POSTIGLIONE;AQAA82603D;"""DOTT. BRUNO MICUCCI"" - PREZZA";VIA DANTE ALIGHIERI;67030;PREZZA;SCUOLA INFANZIA;AQIC82600E@istruzione.it;Non Disponibile;www.raianoscuola.gov.it
ABRUZZO;L'AQUILA;IST. COMPRENSIVO FONTAMARA;AQMM82805B;AIELLI;VIA ARMANDO DIAZ 72;67041;AIELLI;SCUOLA PRIMO GRADO;AQIC828006@istruzione.it;Non Disponibile;WWW.icfontamara.it
ABRUZZO;L'AQUILA;"IST. D'ISTRUZIONE SUPERIORE ""G.GALILEI""";AQIS01300L;"IST. D'ISTRUZIONE SUPERIORE ""G.GALILEI""";VIA M. DOMENICO VALERII N. 131;67051;AVEZZANO;ISTITUTO SUPERIORE;AQIS01300L@istruzione.it;aqis01300l@pec.istruzione.it;www.itcrendina.it
ABRUZZO;L'AQUILA;IST. ONNICOMPRENSIVO A. ARGOLI;AQMM060003;IST. ONNICOMPRENSIVO A. ARGOLI;VIA G. MARCONI N.51;67069;TAGLIACOZZO;SCUOLA PRIMO GRADO;AQMM060003@istruzione.it;aqmm060003@pec.istruzione.it;Istitutoturisticoargoli.it
ABRUZZO;L'AQUILA;"IST.COMPRENSIVO ""GIANNI RODARI""";AQEE83304V;PRETURO;VIA DELL'ARINGO;67100;L'AQUILA;SCUOLA PRIMARIA;AQIC83300N@istruzione.it;Non Disponibile;www.rodariscuola.it
ABRUZZO;L'AQUILA;IST.COMPRENSIVO A. B. SABIN;AQIC83800R;IST.COMPRENSIVO A. B. SABIN;PIAZZA LUSI N. 41;67053;CAPISTRELLO;ISTITUTO COMPRENSIVO;AQIC83800R@istruzione.it;aqic83800r@pec.istruzione.it;Non Disponibile
ABRUZZO;L'AQUILA;ISTITUTO COMPR. DON L. MILANI;AQMM815048;MONTEREALE;DELLE SCUOLE;67015;MONTEREALE;SCUOLA PRIMO GRADO;AQIC815004@istruzione.it;Non Disponibile;www.icpizzoli.com
ABRUZZO;L'AQUILA;"ISTITUTO COMPRENSIVO ""E.MATTEI";AQEE83902Q;CANISTRO S.CROCE O BASSO CAP.;Non Disponibile;67050;CANISTRO;SCUOLA PRIMARIA;AQIC83900L@istruzione.it;Non Disponibile;www.scuolacivitellaroveto.it
ABRUZZO;L'AQUILA;ISTITUTO COMPRENSIVO COMENIO;AQEE829025;"SCUOLA ELEM.""SEBASTIANO FORULI""";VIA MADONNA DELLA STRADA 240;67019;SCOPPITO;SCUOLA PRIMARIA;AQIC829002@istruzione.it;Non Disponibile;www.istitutocomenio.gov.it
ABRUZZO;L'AQUILA;ISTITUTO COMPRENSIVO D.ALIGHIERI;AQEE84803G;SCUOLA PRIMARIA TORRIONE;VIALE A. DE GASPERI 56;67100;L'AQUILA;SCUOLA PRIMARIA;Non Disponibile;Non Disponibile;www.istitutocomprensivocollodimarini.it
ABRUZZO;L'AQUILA;ISTITUTO COMPRENSIVO STATALE;AQAA84502T;"INFANZIA ""MADONNA DELLE GRAZIE""";VIA MULINO VECCHIO S.N.C.;67043;CELANO;SCUOLA INFANZIA;AQIC84500X@istruzione.it;Non Disponibile;www.istruzionecomprensivocollodimarini.it
ABRUZZO;L'AQUILA;ISTITUTO COMPRENSIVO TRASACCO;AQEE831036;PRIMARIA VILLAVALLELONGA;VIA MARSICANA96;67050;VILLAVALLELONGA;SCUOLA PRIMARIA;AQIC831002@istruzione.it;Non Disponibile;www.istitutocomprensivotrasacco
ABRUZZO;L'AQUILA;"ISTITUTO ISTRUZ. SUP.""PATINI-LIBERATORE""";AQTD00201C;"""GIUSEPPE LIBERATORE""";VIA DEI CARACENI;67031;CASTEL DI SANGRO;IST TEC COMMERCIALE E PER GEOMETRI;AQIS002006@istruzione.it;Non Disponibile;www.patiniliberatore.gov.it
ABRUZZO;L'AQUILA;"ISTITUTO SUPERIORE ""AMEDEO D AOSTA""";AQTD01601A;"""LUIGI RENDINA""";VIA FRANCESCO FILOMUSI GUELFI;67100;L'AQUILA;ISTITUTO TECNICO COMMERCIALE;AQIS016004@istruzione.it;Non Disponibile;www.itisaquila.it
ABRUZZO;L'AQUILA;ISTITUTO SUPERIORE ETTORE MAJORANA;AQIS01400C;ISTITUTO SUPERIORE ETTORE MAJORANA;VIA A. MORO 1;67051;AVEZZANO;ISTITUTO SUPERIORE;AQIS01400C@istruzione.it;aqis01400c@pec.istruzione.it;www.itcrendina.it
ABRUZZO;L'AQUILA;ISTITUTO SUPERIORE TORLONIA - BELLISARIO;AQIS01200R;ISTITUTO SUPERIORE TORLONIA - BELLISARIO;VIA G. MARCONI 37;67051;AVEZZANO;ISTITUTO SUPERIORE;AQIS01200R@istruzione.it;aqis01200r@pec.istruzione.it;www.itcrendina.it
ABRUZZO;L'AQUILA;LICEO ARTISTICOMUSICALE E COREUTICO;AQSL01000B;LICEO ARTISTICOMUSICALE E COREUTICO;VIA ACQUASANTA SNC;67100;L'AQUILA;LICEO ARTISTICO;AQSL01000B@istruzione.it;Non Disponibile;WWW.LICEOCOTUGNO.IT
ABRUZZO;L'AQUILA;"N. 1 ""MAZZINI - CAPOGRASSI""";AQMM83403L;ROMUALDO PARENTE;VIA NAPOLI;67038;SCANNO;SCUOLA PRIMO GRADO;AQIC83400D@istruzione.it;Non Disponibile;www.ic1sulmona.gov.it
ABRUZZO;L'AQUILA;SCUOLA MEDIA CARSOLI;AQMM02400X;SCUOLA MEDIA CARSOLI;VIA 9? REGGIMENTO FANTERIA S.N.C;67061;CARSOLI;SCUOLA PRIMO GRADO;AQMM02400X@istruzione.it;aqmm02400x@pec.istruzione.it;WWW.OMNICOMPRENSIVOCARSOLI.GOV.IT
ABRUZZO;PESCARA;""" ATERNO - MANTHONE' """;PETD070509;"""G.MANTHONE'-ATERNO""";VIA TIBURTINA 202;65129;PESCARA;ISTITUTO TECNICO COMMERCIALE;PETD07000X@istruzione.it;Non Disponibile;http//www.manthone.gov.it
ABRUZZO;PESCARA;""" G.GALILEI""";PEPS03000N;""" G.GALILEI""";VIA BALILLA 34;65121;PESCARA;LICEO SCIENTIFICO;PEPS03000N@istruzione.it;peps03000n@pec.istruzione.it;www.galileipescara.it
ABRUZZO;PESCARA;""" L. DA VINCI""";PEPS01000C;""" L. DA VINCI""";COLLE MARINO 73;65125;PESCARA;LICEO SCIENTIFICO;PEPS01000C@istruzione.it;peps01000c@pec.istruzione.it;www.leonardope.it
ABRUZZO;PESCARA;"""A. VOLTA""";PEPS00601T;"""A.VOLTA""";VIA A.VOLTA 15;65129;PESCARA;LICEO SCIENTIFICO;PEIS00600B@istruzione.it;Non Disponibile;www.iisvoltapescara.gov.it
ABRUZZO;PESCARA;"""C.D'ASCANIO""";PEPS05000V;"""C.D'ASCANIO""";VIA LUIGI POLACCHI S.N.;65015;MONTESILVANO;LICEO SCIENTIFICO;PEPS05000V@istruzione.it;peps05000v@pec.istruzione.it;www.liceodascanio.gov.it
ABRUZZO;PESCARA;"""DI MARZIO-MICHETTI""";PERI03000V;"""DI MARZIO-MICHETTI""";VIA ARAPIETRA 112;65124;PESCARA;IST PROF INDUSTRIA E ARTIGIANATO;PERI03000V@istruzione.it;PERI03000V@pec.istruzione.it;www.ipsias-dimarziomichetti.gov.it
ABRUZZO;PESCARA;"""E.ALESSANDRINI""";PETD003016;"""E.ALESSANDRINI""";VIA D'AGNESE SNC;65015;MONTESILVANO;ISTITUTO TECNICO COMMERCIALE;PEIS00300X@istruzione.it;Non Disponibile;www.iisalessandrini.gov
ABRUZZO;PESCARA;"""G. MARCONI"" - PENNE";PETD03000D;"""G. MARCONI"" - PENNE";VIA MARTIRI PENNESI DEL 1837 N. 6;65017;PENNE;IST TEC COMMERCIALE E PER GEOMETRI;PETD03000D@istruzione.it;petd03000d@pec.istruzione.it;http//www.istitutomarconi-penne.it
ABRUZZO;PESCARA;"""L. DA PENNE""- ""M. DEI FIORI""";PEIS01100V;"""L. DA PENNE""- ""M. DEI FIORI""";VIA DANTE ALIGHIERI 8;65017;PENNE;ISTITUTO SUPERIORE;PEIS01100V@istruzione.it;peis01100v@pec.istruzione.it;Non Disponibile
ABRUZZO;PESCARA;"""T. ACERBO""";PETD010008;"""T. ACERBO""";VIA PIZZOFERRATO 1;65124;PESCARA;IST TEC COMMERCIALE E PER GEOMETRI;PETD010008@istruzione.it;petd010008@pec.istruzione.it;www.istitutotecnicoacerbope.gov.it
ABRUZZO;PESCARA;CONVITTO DI ALANNO;PEVC050003;CONVITTO DI ALANNO;VIA XX SETTEMBRE 1;65020;ALANNO;CONVITTO ANNESSO;PEVC050003@istruzione.it;Non Disponibile;Non Disponibile
ABRUZZO;PESCARA;CONVITTO DI PESCARA;PEVC04000C;CONVITTO DI PESCARA;VIA TIRINO 67;65129;PESCARA;CONVITTO ANNESSO;PEVC04000C@istruzione.it;Non Disponibile;Non Disponibile
ABRUZZO;PESCARA;D.D. -LEVI MONTALCINI- SPOLTORE;PEAA052031;S.TERESA;VIA SALINE SNC;65010;SPOLTORE;SCUOLA INFANZIA;PEEE052003@istruzione.it;Non Disponibile;circolodidatticospoltore.gov.it
ABRUZZO;PESCARA;D.D. MONTESILVANO;PEAA037107;"MONTESILVANO-""M.MARINELLI""";VIA VITELLO D'ORO;65015;MONTESILVANO;SCUOLA INFANZIA;PEEE037001@istruzione.it;Non Disponibile;www.direzionedidatticamontesilvano.gov.it
ABRUZZO;PESCARA;"I. C. ""RODARI"" -MONTESILVANO";PEMM83901G;S.M. CAPPELLE SUL TAVO;VIA COCCHIONE;65010;CAPPELLE SUL TAVO;SCUOLA PRIMO GRADO;PEIC83900E@istruzione.it;Non Disponibile;www.icrodari.gov.it
ABRUZZO;PESCARA;I. C. CEPAGATTI;PEAA82002B;CEPAGATTI CU;VIA R D ORTENSIO 6;65012;CEPAGATTI;SCUOLA INFANZIA;PEIC82000D@istruzione.it;Non Disponibile;www.comprensivocepagatti.gov.it
ABRUZZO;PESCARA;I. C. CITTA' SANT ANGELO;PEAA82902T;ELICE-C.U.;VIA TERENZI;65010;ELICE;SCUOLA INFANZIA;PEIC82900X@istruzione.it;Non Disponibile;www.didacsa.it
ABRUZZO;PESCARA;I. C. I.SILONE-MONTESILVANO;PEAA828022;MONTESILVANO - COLONNETTA;VIA SANNIO;65015;MONTESILVANO;SCUOLA INFANZIA;PEIC828004@istruzione.it;Non Disponibile;icsilonemontesilvano.gov.it
ABRUZZO;PESCARA;I. C. ROSCIANO;PEMM81902B;SMS NOCCIANO;VIA ALDO MORO 3;65010;NOCCIANO;SCUOLA PRIMO GRADO;PEIC819009@istruzione.it;Non Disponibile;www.istitutoacquaviva.com
ABRUZZO;PESCARA;I. OMNICOMPRENSIVO ALANNO;PEMM81201G;"S.M. ""D.TINOZZI"" - ALANNO";VIA XX SETTEMBRE 96;65020;ALANNO;SCUOLA PRIMO GRADO;PEIC81200E@istruzione.it;Non Disponibile;http//www.istitutocomprensivoalanno.gov.it
ABRUZZO;PESCARA;I. OMNICOMPRENSIVO CITTA' S.ANG;PEMM82401T;S.M N.GIANSANTE CITTA'S.ANGELO;VIA CIRCONVALLAZIONE;65013;CITTA' SANT'ANGELO;SCUOLA PRIMO GRADO;PEIC82400R@istruzione.it;Non Disponibile;www.istitutocomprensivo1csangelo.gov.it
ABRUZZO;PESCARA;I. OMNICOMPRENSIVO POPOLI;PEPS00101P;POPOLI;VIA CORTI1;65026;POPOLI;LICEO SCIENTIFICO;PEIS001008@istruzione.it;Non Disponibile;www.istitutocomprensivopopoli.gov.it
ABRUZZO;PESCARA;I.C . CIVITELLA CASANOVA;PEAA81305B;MONTEBELLO DI BERTONA-C.U.;VIA A. DE GASPERI;65010;MONTEBELLO DI BERTONA;SCUOLA INFANZIA;PEIC81300A@istruzione.it;Non Disponibile;WWW.ICCIVITELLACASANOVA.GOV.IT
ABRUZZO;PESCARA;"I.C .""A.MANZI"" TORRE DE PASSERI";PEMM807014;SM DI BATTISTA-TORRE DE PASSERI;VIA DANTE ALIGHIERI N. 10;65029;TORRE DE' PASSERI;SCUOLA PRIMO GRADO;PEIC807003@istruzione.it;Non Disponibile;www.ictorredepasseri.gov.it
ABRUZZO;PESCARA;"I.C. "" L. C. PARATORE""-PENNE";PEMM80501C;"S.M.""L.CIULLI PARATORE"" - PENNE";VIA VERROTTI 44;65017;PENNE;SCUOLA PRIMO GRADO;PEIC80500B@istruzione.it;Non Disponibile;www.icparatore.gov.it
ABRUZZO;PESCARA;"I.C. ""MARIO GIARDINI"" - PENNE";PEEE82501P;PENNE M.GIARDINI;VIA A.CASELLI 40;65017;PENNE;SCUOLA PRIMARIA;PEIC82500L@istruzione.it;Non Disponibile;www.icgiardini.it
ABRUZZO;PESCARA;I.C. COLLECORVINO;PEAA821027;COLLECORVINO SANTA MARIA;C.DA SANTA MARIA;65010;COLLECORVINO;SCUOLA INFANZIA;PEIC821009@istruzione.it;Non Disponibile;www.istitutocomprensivocollecorvino.gov.it
ABRUZZO;PESCARA;I.C. DELFICO - MONTESILVANO;PEAA82604C;MONTESILVANO DE ZELIS;VIA SAN FRANCESCO 2;65015;MONTESILVANO;SCUOLA INFANZIA;PEIC82600C@istruzione.it;Non Disponibile;www.ictroianodelfico.gov.it
ABRUZZO;PESCARA;I.C. LORETO APRUTINO;PEEE822028;LORETO APRUTINO PASSO CORDONE;CONTRADA PASSO CORDONE;65014;LORETO APRUTINO;SCUOLA PRIMARIA;PEIC822005@istruzione.it;Non Disponibile;http//www.istitutocomprensivodiloretoaprutino.edu.it
ABRUZZO;PESCARA;I.C. MANOPPELLO;PEAA81701E;MANOPPELLO C.U.;VIA SANTA VITTORIA 13;65024;MANOPPELLO;SCUOLA INFANZIA;PEIC81700N@istruzione.it;Non Disponibile;icmanoppello.gov.it
ABRUZZO;PESCARA;I.C. PESCARA 1;PEEE823035;"""IQBAL MASIH""";VIA DELLE CASETTE;65129;PESCARA;SCUOLA PRIMARIA;PEIC823001@istruzione.it;Non Disponibile;http//www.icpescarauno.gov.it/ic1/
ABRUZZO;PESCARA;I.C. PESCARA 10;PEEE83804X;QUARTIERE GESCAL;VIA VALLE SAN MAURO 49;65124;PESCARA;SCUOLA PRIMARIA;PEIC83800P@istruzione.it;Non Disponibile;www.montalecarducci.it
ABRUZZO;PESCARA;I.C. PESCARA 2;PEEE831012;"""E. FLAIANO""";VIA C.ANGIOLIERI;65127;PESCARA;SCUOLA PRIMARIA;PEIC83100X@istruzione.it;Non Disponibile;istitutocomprensivopescara2.edu.it
ABRUZZO;PESCARA;I.C. PESCARA 3;PEEE83302P;L.ILLUMINATI;VIA REGINA ELENA N. 135;65123;PESCARA;SCUOLA PRIMARIA;PEIC83300G@istruzione.it;Non Disponibile;www.istitutocomprensivope3.gov.it
ABRUZZO;PESCARA;I.C. PESCARA 4;PEAA836021;VIA RIGOPIANO;VIA MONTE SIELLA 30;65124;PESCARA;SCUOLA INFANZIA;PEIC836003@istruzione.it;Non Disponibile;www.comprensivo4pe.it
ABRUZZO;PESCARA;I.C. PESCARA 5;PEEE83402E;PIAZZA DUCA;VIA GIOBERTI 15;65123;PESCARA;SCUOLA PRIMARIA;PEIC83400B@istruzione.it;Non Disponibile;www.icpescara5.it
ABRUZZO;PESCARA;I.C. PESCARA 6;PEAA83203P;BRUNO MUNARI;VIA ANELLI N. 28;65129;PESCARA;SCUOLA INFANZIA;PEIC83200Q@istruzione.it;Non Disponibile;www.comprensivopescara6.edu.it
ABRUZZO;PESCARA;I.C. PESCARA 7;PEIC830004;I.C. PESCARA 7;VIA VIRGILIO 27;65127;PESCARA;ISTITUTO COMPRENSIVO;PEIC830004@istruzione.it;peic830004@pec.istruzione.it;Non Disponibile
ABRUZZO;PESCARA;I.C. PESCARA 8;PEMM835018;S.M. D.TINOZZI - PESCARA;VIA TORINO 19;65122;PESCARA;SCUOLA PRIMO GRADO;PEIC835007@istruzione.it;Non Disponibile;www.icpescara8.it
ABRUZZO;PESCARA;I.C. PESCARA 9;PEAA83702R;COLLE INNAMORATI;VIA COLLE INNAMORATI 181;65125;PESCARA;SCUOLA INFANZIA;PEIC83700V@istruzione.it;Non Disponibile;www.ic9pescara.edu.it
ABRUZZO;PESCARA;I.C. SAN VALENTINO-SCAFA;PEMM81001X;"S.M. ""B.CROCE"" - SAN VALENTINO";LARGO S.NICOLA;65020;SAN VALENTINO IN ABRUZZO CITER;SCUOLA PRIMO GRADO;PEIC81000V@istruzione.it;Non Disponibile;www.icsanvalentino.it/wp-login.php
ABRUZZO;PESCARA;I.C. SPOLTORE;PEIC806007;I.C. SPOLTORE;VIA MONTESECCO 33;65010;SPOLTORE;ISTITUTO COMPRENSIVO;PEIC806007@istruzione.it;peic806007@pec.istruzione.it;Non Disponibile
ABRUZZO;PESCARA;I.OMNICOMPRENSIVO POPOLI;PEAA81602Q;POPOLI-C.U. VIALE BUOZZI;VIA CAPO PESCARA;65026;POPOLI;SCUOLA INFANZIA;PEIC81600T@istruzione.it;Non Disponibile;www.istitutocomprensivopopoli.gov.it
ABRUZZO;PESCARA;"IC .""P.GIOVANNI XXIII""-PIANELLA";PEEE81104X;PIANELLA-CERRATINA;VIA TRIESTE N. 36;65019;PIANELLA;SCUOLA PRIMARIA;PEIC81100P@istruzione.it;Non Disponibile;www.istitutocomprensivopianella.it
ABRUZZO;PESCARA;"IPSSEOA ""FILIPPO DE CECCO""";PERH010006;"IPSSEOA ""FILIPPO DE CECCO""";VIA DEI SABINI 53;65127;PESCARA;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;PERH010006@istruzione.it;perh010006@pec.istruzione.it;www.alberghierodececco.gov.it
ABRUZZO;PESCARA;ISTITUTO OMNICOMPRENSIVO;PEPM004017;"""B.SPAVENTA""";LARGO MAZZINI 1;65013;CITTA' SANT'ANGELO;ISTITUTO MAGISTRALE;PEIS00400Q@istruzione.it;Non Disponibile;http//omnicomprensivocsangelo.gov.it/
ABRUZZO;PESCARA;ISTITUTO OMNICOMPRENSIVO ALANNO;PETA00201X;"""P. CUPPARI""";VIA XX SETTEMBRE 1;65020;ALANNO;ISTITUTO TECNICO AGRARIO;PEIS002004@istruzione.it;Non Disponibile;www.omnicomprensivoalanno.it
ABRUZZO;PESCARA;"LC ""GABRIELE D'ANNUNZIO""";PEPC010009;"LC ""GABRIELE D'ANNUNZIO""";VIA VENEZIA 41;65121;PESCARA;LICEO CLASSICO;PEPC010009@istruzione.it;pepc010009@pec.istruzione.it;www.liceoclassicope.edu.it
ABRUZZO;PESCARA;"LICEO ""G. MARCONI""";PEPM020004;"LICEO ""G. MARCONI""";VIA MARINO DA CARAMANICO 26;65126;PESCARA;ISTITUTO MAGISTRALE;PEPM020004@istruzione.it;pepm020004@pec.istruzione.it;www.liceomarconipescara.gov.it
ABRUZZO;PESCARA;LICEO ART-MUS-COR MISTICONI-BELLISARIO;PESL03000E;LICEO ART-MUS-COR MISTICONI-BELLISARIO;VIA LUIGI EINAUDI 2;65129;PESCARA;LICEO ARTISTICO;PESL03000E@istruzione.it;PESL03000E@pec.istruzione.it;www.mibe.gov.it
ABRUZZO;PESCARA;VILLA VERROCCHIO;PEAA827015;"INFANZIA ""GIUSEPPE DEZIO""";VIA ADDA;65015;MONTESILVANO;SCUOLA INFANZIA;PEIC827008@istruzione.it;Non Disponibile;comprensivovillaverrocchio.gov.it
ABRUZZO;TERAMO;"CONVITTO NAZIONALE ""M.DELFICO""";TEVC010007;"CONVITTO NAZIONALE ""M.DELFICO""";PIAZZA DANTEN.18;64100;TERAMO;CONVITTO NAZIONALE;TEVC010007@istruzione.it;tevc010007@pec.istruzione.it;Non Disponibile
ABRUZZO;TERAMO;CPIA - PROVINCIA TERAMO;TEMM06000G;CPIA - PROVINCIA TERAMO;VIA POLISEO DE ANGELIS 30;64046;MONTORIO AL VOMANO;SCUOLA PRIMO GRADO;TEMM06000G@istruzione.it;temm06000g@pec.istruzione.it;www.convittodelfico.it
ABRUZZO;TERAMO;CROCETTI V. CERULLI;TEIS01100D;CROCETTI V. CERULLI;VIA BOMPADRE;64021;GIULIANOVA;ISTITUTO SUPERIORE;TEIS01100D@istruzione.it;teis01100d@pec.istruzione.it;Non Disponibile
ABRUZZO;TERAMO;D.D. CONVITTO NAZIONALE (TE);TEEE056012;CONVITTO NAZIONALE;PIAZZA DANTE N. 18;64100;TERAMO;SCUOLA PRIMARIA;TEEE056001@istruzione.it;Non Disponibile;www.convittoteramo.gov.it
ABRUZZO;TERAMO;I.C. ALBA ADRIATICA;TEAA82202N;VILLA FIORE;VIA DELLE REGIONI;64011;ALBA ADRIATICA;SCUOLA INFANZIA;TEIC82200Q@istruzione.it;Non Disponibile;www.icalbaadriatica.it
ABRUZZO;TERAMO;I.C. ATRI;TEIC834002;I.C. ATRI;VIALE UMBERTO I N.3;64032;ATRI;ISTITUTO COMPRENSIVO;TEIC834002@istruzione.it;teic834002@pec.istruzione.it;Non Disponibile
ABRUZZO;TERAMO;I.C. CAMPLI;TEEE82304R;SANT'ONOFRIO;SANT'ONOFRIO;64012;CAMPLI;SCUOLA PRIMARIA;TEIC82300G@istruzione.it;Non Disponibile;WWW.ISTITUTOCOMPRENSIVOCAMPLI.IT
ABRUZZO;TERAMO;I.C. CIVITELLA - TORRICELLA;TEAA821073;CORTINO - CASANOVA;LOC. CASANOVA;64040;CORTINO;SCUOLA INFANZIA;TEIC82100X@istruzione.it;Non Disponibile;HTTP//.ICCIVITELLA.IT
ABRUZZO;TERAMO;I.C. CORROPOLI-COLONNELLA-CONTR;TEEE813035;CONTROGUERRA;VIA G. AMADIO;64015;CONTROGUERRA;SCUOLA PRIMARIA;TEIC813001@istruzione.it;Non Disponibile;http//iccorropoli.edu.it/
ABRUZZO;TERAMO;I.C. GIULIANOVA 2;TEMM84401N;"SCUOLA MEDIA ""V. BINDI""";VIA MONTE ZEBIO18;64022;GIULIANOVA;SCUOLA PRIMO GRADO;TEIC84400L@istruzione.it;Non Disponibile;www.2comprensivogiulianova.edu.it/
ABRUZZO;TERAMO;I.C. ISOLA DEL G. S. -COLLEDARA;TEMM819033;SCUOLA SEC. I GRADO TOSSICIA;VIA VICENNE;64049;TOSSICIA;SCUOLA PRIMO GRADO;TEIC81900X@istruzione.it;Non Disponibile;www.icisoladelgransasso.gov.it
ABRUZZO;TERAMO;I.C. MARTINSICURO PERTINI;TEIC840009;I.C. MARTINSICURO PERTINI;PIAZZA CAVOUR;64014;MARTINSICURO;ISTITUTO COMPRENSIVO;TEIC840009@istruzione.it;teic840009@pec.istruzione.it;Non Disponibile
ABRUZZO;TERAMO;I.C. MONTORIO-CROGNALETO;TEAA82903D;SCUOLA INFANZIA LEOGNANO;FRAZ. LEOGNANO;64046;MONTORIO AL VOMANO;SCUOLA INFANZIA;TEIC82900E@istruzione.it;Non Disponibile;www.icmontoriocrognaleto.it
ABRUZZO;TERAMO;I.C. MOSCIANO S.ANGELO-BELLANTE;TEIC825007;I.C. MOSCIANO S.ANGELO-BELLANTE;VIA P.TOGLIATTI S.N.C.;64023;MOSCIANO SANT'ANGELO;ISTITUTO COMPRENSIVO;TEIC825007@istruzione.it;teic825007@pec.istruzione.it;Non Disponibile
ABRUZZO;TERAMO;I.C. NERETO-S.OMERO;TEEE826048;SANT'OMERO GARRUFO;GARRUFO;64027;SANT'OMERO;SCUOLA PRIMARIA;TEIC826003@istruzione.it;Non Disponibile;www.icneretosantomerotorano.gov.it
ABRUZZO;TERAMO;I.C. NOTARESCO;TEAA83504T;MORRO D'ORO CAPOLUOGO;PIAZZA DUCA DEGLI ABRUZZI;64020;MORRO D'ORO;SCUOLA INFANZIA;TEIC83500T@istruzione.it;Non Disponibile;www.icnotaresco.gov.it
ABRUZZO;TERAMO;I.C. PINETO GIOVANNI XXIII;TEEE83604V;CALVANO;VIA DE LITIO;64025;PINETO;SCUOLA PRIMARIA;TEIC83600N@istruzione.it;Non Disponibile;www.scuolamediapineto.it
ABRUZZO;TERAMO;I.C. ROSETO 1;TEIC842001;I.C. ROSETO 1;VIA D'ANNUNZIO 16;64026;ROSETO DEGLI ABRUZZI;ISTITUTO COMPRENSIVO;TEIC842001@istruzione.it;teic842001@pec.istruzione.it;Non Disponibile
ABRUZZO;TERAMO;I.C. ROSETO 2;TEEE84301V;ROSETO VIA PIEMONTE;VIA PIEMONTE;64026;ROSETO DEGLI ABRUZZI;SCUOLA PRIMARIA;TEIC84300R@istruzione.it;Non Disponibile;www.ICOMPRENSIVO2ROSETO.GOV.IT
ABRUZZO;TERAMO;I.C. SILVI G.PASCOLI;TEAA83701A;BELFIORE;SILVI ALTA;64028;SILVI;SCUOLA INFANZIA;TEIC83700D@istruzione.it;Non Disponibile;www.silviscuola.edu.it
ABRUZZO;TERAMO;I.C. STATALE 1 GIULIANOVA;TEAA841034;GIULIANOVA - V GOBELLI INFANZIA;VIA GOBELLI;64022;GIULIANOVA;SCUOLA INFANZIA;TEIC841005@istruzione.it;Non Disponibile;www.primogiulianova.gov.it
ABRUZZO;TERAMO;I.C. TORTORETO;TEIC82800P;I.C. TORTORETO;VIA OBERDAN N.12;64018;TORTORETO;ISTITUTO COMPRENSIVO;TEIC82800P@istruzione.it;teic82800p@pec.istruzione.it;Non Disponibile
